# Programme: DCG_YugeStr
sets,reps,weight,type,rpe,intensity
1,5,122.5,Default,6.86,75.73
1,3,135.0,Default,7.58,84.16
1,1,152.5,Test,8.88,94.2
1,5,125.0,Default,7.5,78.12
1,8,110.0,Default,6.71,68.33
Single Leg Hip Thrust
1,8,5.0,Default,1.54,68.33
1,5,7.5,Default,6.69,78.12
1,3,7.5,Test,4.29,86.8
1,8,5.0,Default,1.54,70.54
1,10,5.0,Default,2.2,64.16
Dips
1,4,11.25,AMRAP,10.0,84.87
2,6,10.0,AMRAP,9.92,75.42
1,3,10.0,Opt AMRAP EMOM,6.34,77.96
Day,60
Rest
Day,61
Close Grip Bench
1,8,62.5,Default,6.66,68.33
1,5,70.0,Default,6.98,78.12
1,3,80.0,Test,8.88,86.8
1,8,65.0,Default,7.88,70.54
1,10,57.5,Default,6.08,64.16
Pendlay Row, Cheat
1,5,100.0,Default,6.89,75.73
1,3,110.0,Default,7.55,84.16
1,1,122.5,Test,8.4,94.2
1,5,102.5,Default,7.68,78.12
1,8,90.0,Default,6.82,68.33
Face Pull
1,6,25.0,AMRAP,10.0,78.98
2,8,22.5,AMRAP,10.0,70.54
1,4,22.5,Opt AMRAP EMOM,5.53,74.94
Day,62
Low Bar Squat
1,5,85.0,Default,6.24,75.73
1,3,95.0,Default,7.39,84.16
1,1,107.5,Test,8.75,94.2
1,5,87.5,Default,7.15,78.12
1,8,77.5,Default,6.58,68.33
Dumbell Overhead Press
1,8,32.5,Default,5.54,68.33
1,5,37.5,Default,6.69,78.12
1,3,42.5,Test,8.32,86.8
1,8,35.0,Default,7.76,70.54
1,10,30.0,Default,5.15,64.16
Pullup
1,4,11.25,AMRAP,10.0,84.87
2,6,10.0,AMRAP,9.92,75.42
1,3,10.0,Opt AMRAP EMOM,6.34,77.96
Day,63
Sumo Deadlift
1,8,95.0,Default,6.79,68.33
1,5,107.5,Default,7.44,78.12
1,3,120.0,Test,8.59,86.8
1,8,97.5,Default,7.59,70.54
1,10,87.5,Default,6.23,64.16
Hip Thrust
1,5,75.0,Default,6.69,75.73
1,3,82.5,Default,7.35,84.16
1,1,92.5,Test,8.41,94.2
1,5,77.5,Default,7.74,78.12
1,8,67.5,Default,6.63,68.33
DB Incline Bench
1,4,40.0,AMRAP,10.0,84.87
2,6,35.0,AMRAP,9.0,75.42
1,3,37.5,Opt AMRAP EMOM,7.68,77.96
